Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
trig calculator,14,14,14800,75,1.32,https://www.calculator.net/right-triangle-calculator.html,74,0,97.00,0.02,32100000,"[44,54,54,44,36,16,16,20,24,36,24,20]",2026-04-19,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
day counter,20,20,49500,53,0.19,https://www.calculator.net/date-calculator.html,74,0,14.00,0,3580000000,"[81,66,66,44,54,66,66,54,66,54,54,44]",2026-04-16,"Video, Related searches",informational,Organic
figure simple interest calculator,14,14,14800,67,1.38,https://www.calculator.net/interest-calculator.html,74,0,102.00,0.02,137000000,"[0,100,81,100,67,54,0,4,44,54,54,0]",2026-04-15,"Video, Related searches",transactional,Organic
1000 english pounds in us dollars,11,11,8100,36,0.04,https://www.calculator.net/currency-calculator.html,72,0,2.00,0.01,55900000,"[0,66,81,66,54,54,0,1,36,54,0,1]",2026-04-20,"Instant answer, Related searches",informational,Organic
date in today,12,12,18100,62,0.66,https://www.calculator.net/date-calculator.html,72,0,47.00,0.01,6690000000,"[24,54,100,0,0,0,0,0,0,0,0,0]",2026-04-16,"Video, People also ask, Related searches",informational,Organic
how many calories should i eat in a day,11,11,18100,81,0.39,https://www.calculator.net/calorie-calculator.html,72,0,28.00,0.38,288000000,"[81,81,100,100,66,66,66,54,66,44,44,44]",2026-04-18,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
circle equation,11,11,18100,50,0.89,https://www.calculator.net/circle-calculator.html,72,0,64.00,0,986000000,"[24,36,36,54,54,36,20,44,44,54,36,54]",2026-04-18,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
width and length,11,11,8100,25,0.00,https://www.calculator.net/area-calculator.html,72,0,0.00,0,111,"[24,29,36,44,66,24,29,29,44,16,36,29]",2026-04-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
currency converter price,11,11,18100,87,0.30,https://www.calculator.net/currency-calculator.html,72,0,21.00,0.03,143000000,"[81,66,66,81,54,29,0,3,24,44,44,44]",2026-04-19,"Instant answer, Sitelinks, People also ask, Related searches",transactional,Organic
12 divided by 3,11,11,8100,31,0.00,https://www.calculator.net/long-division-calculator.html,72,0,0.00,0,314000000,"[19,29,54,81,54,36,12,36,81,100,81,66]",2026-04-18,"Instant answer, Video, Related searches",informational,Organic
converter exchange money,11,11,8100,81,0.01,https://www.calculator.net/currency-calculator.html,72,0,0.00,0.03,2950000000,"[0,100,0,0,0,66,0,8,54,100,100,100]",2026-04-17,"Instant answer, Video, Related searches",informational,Organic
tires tire size,12,12,18100,35,0.76,https://www.calculator.net/tire-size-calculator.html,72,0,54.00,0.16,195,"[100,54,66,81,54,29,0,3,24,44,44,54]",2026-04-18,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
7 hours from now is what time,11,11,5400,8,0.00,https://www.calculator.net/hours-calculator.html,70,0,0.00,0,4740000000,"[54,29,54,44,54,54,54,54,44,66,66,66]",2026-04-19,"Video, Related searches",informational,Organic
area calculator calculator,11,11,5400,56,0.44,https://www.calculator.net/surface-area-calculator.html,70,0,30.00,0,589000000,"[0,0,16,1,100,54,0,7,44,66,0,1]",2026-04-18,"Sitelinks, Video, Image, Related searches",informational,Organic
fuel economy gov,11,11,5400,37,0.00,https://www.calculator.net/gas-mileage-calculator.html,70,0,0.00,0,150000000,"[66,66,44,44,29,44,44,54,54,54,54,44]",2026-04-17,"Video, Related searches",informational,Organic
how many days until may 1,11,11,9900,22,0.00,https://www.calculator.net/day-counter.html,69,0,0.00,0,3660000000,"[20,29,66,100,5,1,2,3,4,5,8,8]",2026-04-17,"Instant answer, Video, Related searches, AI overview",informational,Organic
time addition calculator,13,13,9900,46,0.00,https://www.calculator.net/time-duration-calculator.html,69,0,0.00,0,402000000,"[81,81,66,66,66,44,66,54,81,54,100,81]",2026-04-16,"Video, Related searches",informational,Organic
perimeter of a circle,12,12,9900,43,0.00,https://www.calculator.net/circle-calculator.html,69,0,0.00,0,82500000,"[36,54,66,81,44,24,29,24,36,36,44,36]",2026-04-20,"Instant answer, Video, Image, Related searches",informational,Organic
19 hours from now,12,12,9900,10,0.00,https://www.calculator.net/hours-calculator.html,69,0,0.00,0,2280000000,"[100,66,66,66,66,81,66,81,81,81,81,81]",2026-04-16,"Video, Related searches, AI overview",informational,Organic
gpa meaning,11,11,9900,52,0.00,https://www.calculator.net/gpa-calculator.html,69,0,0.00,0,67900000,"[100,81,81,81,100,54,66,66,66,100,66,66]",2026-04-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
calories burned calculator,15,15,22200,54,0.83,https://www.calculator.net/calorie-calculator.html,66,0,54.00,0.01,96,"[54,54,100,66,100,100,100,81,81,66,66,36]",2026-04-20,"Video, People also ask, Related searches",commercial,Organic
z-score,12,12,22200,75,0.02,https://www.calculator.net/z-score-calculator.html,66,0,1.00,0,117,"[2,3,0,3,4,4,1,2,11,4,100,4]",2026-04-19,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
present value calculator,14,14,12100,59,1.53,https://www.calculator.net/finance-calculator.html,60,0,91.00,0.02,478000000,"[44,66,54,44,36,36,36,29,44,36,29,24]",2026-04-19,"Video, Related searches",informational,Organic
salary increase calculator,14,14,12100,33,3.92,https://www.calculator.net/salary-calculator.html,60,0,235.00,0.01,197000000,"[54,54,81,36,44,54,44,29,81,81,66,100]",2026-04-19,"Video, Related searches",informational,Organic
7 in roman numerals,13,13,12100,50,0.00,https://www.calculator.net/roman-numeral-converter.html,60,0,0.00,0,32300000,"[54,81,81,100,54,54,36,44,81,54,100,66]",2026-04-15,"Instant answer, Image pack, Video, Related searches",informational,Organic
rate money converter,14,14,12100,86,0.11,https://www.calculator.net/currency-calculator.html,60,0,6.00,0.06,254000000,"[1,81,100,100,66,66,0,8,54,81,100,81]",2026-04-20,"Instant answer, Video, Related searches",informational,Organic
hypotenuse,13,13,40500,67,2.01,https://www.calculator.net/right-triangle-calculator.html,60,0,120.00,0,2780000,"[54,54,66,54,54,29,24,29,44,44,44,36]",2026-04-16,"Instant answer, Knowledge panel, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
grade average calculator,14,14,12100,39,0.00,https://www.calculator.net/average-calculator.html,60,0,0.00,0,116,"[36,36,44,54,54,29,7,10,44,44,44,44]",2026-04-19,"Video, Related searches",informational,Organic
tax calculator 2025,20,20,40500,62,0.32,https://www.calculator.net/tax-calculator.html,60,0,19.00,0.23,118,"[100,44,24,24,13,10,13,13,13,16,20,44]",2026-04-19,"Video, Related searches",commercial,Organic
calculadora cientifica,12,12,12100,47,0.45,https://www.calculator.net/scientific-calculator.html,60,0,27.00,0.47,194,"[66,66,54,44,44,36,24,54,66,44,44,36]",2026-04-20,"Instant answer, Sitelinks, Video, Popular products, Related searches",informational,Organic
1099 tax calculator,14,14,12100,36,0.38,https://www.calculator.net/tax-calculator.html,60,0,22.00,0.32,101,"[100,81,67,44,24,19,24,24,24,24,19,24]",2026-04-16,"Video, Related searches",commercial,Organic
percentage decrease calculator,15,15,12100,23,5.98,https://www.calculator.net/discount-calculator.html,60,0,358.00,0,189000000,"[100,81,66,66,54,54,54,44,44,54,54,66]",2026-04-20,"Video, Related searches",informational,Organic
how many days until june 6,13,13,12100,17,0.00,https://www.calculator.net/day-counter.html,60,0,0.00,0,106,"[10,16,29,54,100,7,1,2,3,2,3,2]",2026-04-20,"Instant answer, Video, Related searches",informational,Organic
currency converter currency,13,13,12100,86,0.23,https://www.calculator.net/currency-calculator.html,60,0,13.00,0,103,"[1,29,100,5,5,1,1,1,66,0,1,0]",2026-04-19,"Instant answer, Video, Related searches",informational,Organic
salary calculator texas,15,15,12100,47,6.14,https://www.calculator.net/take-home-pay-calculator.html,60,0,368.00,0.02,48600000,"[29,24,29,29,54,44,36,29,36,29,36,54]",2026-04-20,Related searches,informational,Organic
loan calculator payment,14,14,12100,67,1.01,https://www.calculator.net/auto-loan-calculator.html,60,0,60.00,0.31,98,"[13,20,5,3,4,100,16,20,8,8,20,8]",2026-04-20,"Sitelinks, Related searches",commercial,Organic
calculate,18,18,40500,91,0.46,https://www.calculator.net/percent-calculator.html,60,0,27.00,0.01,133,"[44,81,44,81,81,44,36,54,100,81,66,81]",2026-04-16,"Video, People also ask, Related searches",informational,Organic
edd calculator,15,15,12100,65,0.47,https://www.calculator.net/due-date-calculator.html,60,0,28.00,0.08,108000000,"[66,66,66,54,54,54,66,66,54,54,54,54]",2026-04-15,"Image, Ads top, Ads bottom, Related searches",informational,Organic
monthly income calculator,15,15,12100,62,1.88,https://www.calculator.net/take-home-pay-calculator.html,60,0,112.00,0.02,119,"[81,81,81,81,81,66,81,66,66,66,54,54]",2026-04-19,"Video, Related searches",commercial,Organic
calculating p value calculator,11,11,6600,41,2.08,https://www.calculator.net/p-value-calculator.html,59,0,122.00,0,281000000,"[0,44,67,100,36,10,0,0,0,0,0,0]",2026-04-18,"Video, Related searches, AI overview",informational,Organic
how many days until june 7,11,11,6600,16,0.00,https://www.calculator.net/day-counter.html,59,0,0.00,0,1380000000,"[8,8,24,36,66,10,0,1,2,2,2,2]",2026-04-18,"Instant answer, Video, Related searches",informational,Organic
hypotenuse calculator,13,13,14800,56,0.00,https://www.calculator.net/pythagorean-theorem-calculator.html,59,0,0.00,0,1260000,"[29,29,29,29,29,20,20,24,24,24,20,16]",2026-04-17,"Instant answer, Knowledge panel, Video, Related searches, See results about, AI overview",informational,Organic
lease calculator,15,15,14800,61,1.40,https://www.calculator.net/lease-calculator.html,59,0,82.00,0.21,185000000,"[66,66,81,54,54,66,66,66,66,36,44,36]",2026-04-19,"Video, Related searches",commercial,Organic
how many days until august 1,11,11,6600,16,0.00,https://www.calculator.net/day-counter.html,59,0,0.00,0,1500000000,"[10,10,10,16,36,29,81,8,4,5,3,3]",2026-04-15,"Instant answer, Video, Related searches",informational,Organic
time seconds,12,12,6600,92,0.01,https://www.calculator.net/time-calculator.html,59,0,0.00,0,5370000000,"[44,24,24,24,44,66,16,54,66,24,54,24]",2026-04-16,"Video, Related searches",informational,Organic
date add calculator,12,12,6600,49,0.00,https://www.calculator.net/time-calculator.html,59,0,0.00,0,578000000,"[81,81,36,19,44,66,66,100,66,66,44,54]",2026-04-20,"Video, Related searches",informational,Organic
standard normal distribution table,11,11,6600,33,0.00,https://www.calculator.net/z-score-calculator.html,59,0,0.00,0,350000000,"[10,29,36,24,13,10,10,7,13,24,16,10]",2026-04-19,"Image pack, Video, Image, Related searches",informational,Organic
nutrition calculator,16,16,14800,86,1.22,https://www.calculator.net/calorie-calculator.html,59,0,71.00,0.13,1590000000,"[81,66,81,81,54,54,54,54,54,66,54,36]",2026-04-19,"Video, Related searches",informational,Organic
height weight chart,11,11,6600,73,0.45,https://www.calculator.net/ideal-weight-calculator.html,59,0,26.00,0.09,580000000,"[24,16,16,19,29,19,24,19,13,16,10,13]",2026-04-16,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
half marathon pace chart,15,2,14800,22,0.63,https://www.calculator.net/pace-calculator.html,59,0,37.00,0.01,4030000,"[66,81,81,100,81,54,44,54,66,81,66,44]",2026-04-21,"Image pack, Video, Image, Related searches",informational,Organic
how many days until may 24,11,11,6600,22,0.00,https://www.calculator.net/day-counter.html,59,0,0.00,0,2840000000,"[7,10,24,36,16,0,0,1,1,1,1,2]",2026-04-15,"Instant answer, Video, Related searches",informational,Organic
9 hours from now is what time,11,10,4400,8,0.00,https://www.calculator.net/hours-calculator.html,57,0,0.00,0,4400000000,"[43,36,100,66,100,81,81,66,66,66,100,66]",2026-04-21,"Video, Related searches",informational,Organic
grade calculator college,11,11,4400,40,0.00,https://www.calculator.net/gpa-calculator.html,57,0,0.00,0,204000000,"[0,36,16,24,29,16,24,36,36,24,5,24]",2026-04-19,Related searches,informational,Organic
time worked calculator,11,11,4400,75,1.76,https://www.calculator.net/hours-calculator.html,57,0,100.00,0.02,840000000,"[54,13,16,24,19,16,29,24,24,24,13,29]",2026-04-19,"Video, Related searches",informational,Organic
18 hours from now is what time,11,11,4400,8,0.00,https://www.calculator.net/hours-calculator.html,57,0,0.00,0,3590000000,"[54,36,44,29,36,44,44,66,36,15,19,15]",2026-04-18,"Video, Related searches",informational,Organic
speed calculator,13,13,8100,50,0.68,https://www.calculator.net/pace-calculator.html,56,0,38.00,0,784000000,"[44,44,44,44,36,29,29,29,36,29,29,19]",2026-04-15,"Video, Related searches",informational,Organic
how many days until june 5,12,12,8100,16,0.00,https://www.calculator.net/day-counter.html,56,0,0.00,0,1480000000,"[7,10,20,54,100,7,0,2,3,2,2,3]",2026-04-20,"Instant answer, Video, Related searches",informational,Organic
calcul minute,13,13,8100,58,0.00,https://www.calculator.net/time-duration-calculator.html,56,0,0.00,0,63800000,"[1,66,66,100,66,54,0,54,44,66,44,54]",2026-04-19,"Video, Related searches",informational,Organic
united states dollar to euro converter,12,12,8100,67,0.04,https://www.calculator.net/currency-calculator.html,56,0,2.00,0.03,110,"[0,0,0,100,54,29,0,2,24,0,0,0]",2026-04-17,"Instant answer, Related searches",informational,Organic
18 hours from now,11,11,8100,12,0.00,https://www.calculator.net/hours-calculator.html,56,0,0.00,0,4020000000,"[54,54,54,44,36,44,44,54,81,81,100,81]",2026-04-15,"Video, Related searches, AI overview",informational,Organic
calculate percentage increase,12,12,8100,44,5.99,https://www.calculator.net/percent-calculator.html,56,0,335.00,0,475000000,"[66,44,54,44,36,36,29,29,36,29,36,44]",2026-04-18,"Video, Related searches, AI overview",informational,Organic
alc vol calculator,13,13,8100,46,0.33,https://www.calculator.net/bac-calculator.html,56,0,18.00,0,30500000,"[8,0,3,100,100,81,0,0,0,81,100,81]",2026-04-16,"Video, Related searches",informational,Organic
72/4,11,11,8100,35,0.00,https://www.calculator.net/long-division-calculator.html,56,0,0.00,0,8450000,"[44,36,66,24,1,54,24,54,100,100,81,66]",2026-04-19,"Instant answer, Image pack, Video, Image, Related searches",informational,Organic
an area of a circle,11,11,8100,56,0.19,https://www.calculator.net/circle-calculator.html,56,0,10.00,0,2880000000,"[0,0,0,100,66,0,0,0,0,0,0,0]",2026-04-18,"Instant answer, Video, Related searches, AI overview",informational,Organic
how many days between a date,13,13,8100,64,0.00,https://www.calculator.net/day-counter.html,56,0,0.00,0,2970000000,"[0,100,100,0,0,44,0,5,36,54,0,0]",2026-04-19,"Video, Related searches",informational,Organic
bmi calculator kids,13,13,8100,65,0.00,https://www.calculator.net/bmi-calculator.html,56,0,0.00,0,98000000,"[54,44,54,81,54,54,54,44,44,44,36,36]",2026-04-18,"Ads top, Ads bottom, Related searches",informational,Organic
gcf,12,11,18100,55,0.00,https://www.calculator.net/gcf-calculator.html,54,0,0.00,0,12300000,"[67,67,54,81,67,24,19,44,67,81,54,44]",2026-04-21,"Image pack, Sitelinks, Video, Related searches, Short videos, AI overview",informational,Organic
resistor,11,11,18100,57,0.77,https://www.calculator.net/resistor-calculator.html,54,0,41.00,0.55,84600000,"[54,81,81,67,67,44,36,44,54,44,44,36]",2026-04-15,"Instant answer, Knowledge panel, Sitelinks, Video, Related searches, Things to know, AI overview",informational,Organic
surface area of a rectangular prism,12,12,18100,40,1.54,https://www.calculator.net/surface-area-calculator.html,54,0,83.00,0,7750000,"[6,8,20,24,24,6,3,4,6,7,6,4]",2026-04-18,"Instant answer, Video, Related searches, Short videos",informational,Organic
sphere volume formula,12,12,18100,61,0.00,https://www.calculator.net/volume-calculator.html,54,0,0.00,0.33,123000000,"[16,24,24,44,36,13,10,20,36,30,20,5]",2026-04-19,"Instant answer, Video, Image, People also ask, Related searches",informational,Organic
calculating changes in percentages,13,13,18100,43,7.83,https://www.calculator.net/percent-calculator.html,54,0,422.00,0,99,"[0,0,0,81,81,100,0,0,0,0,0,0]",2026-04-19,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
bmi ranges,16,16,18100,89,0.50,https://www.calculator.net/bmi-calculator.html,54,0,27.00,0.07,43800,"[66,66,66,66,66,66,54,54,81,66,54,54]",2026-04-20,"Image pack, Related searches, AI overview",informational,Organic
lcm,11,11,18100,60,0.71,https://www.calculator.net/lcm-calculator.html,54,0,38.00,0.02,19300000,"[67,54,54,54,67,44,36,54,67,81,67,81]",2026-04-15,"Knowledge panel, Video, Related searches, Things to know, AI overview",informational,Organic
